 ID ; Konzert_Kategorie ;Konzert_Prod; Konzert_VerkaufteTickets ; Konzert_VenueOrt ;Konzert_Artist;Konzert_Datum;Venue_Flaeche;Venue_StromErneuerbar;Venue_StromKonventiell;Venue_Heizoel;Venue_Erdgas;Venue_Biogas;Venue_Holzenergie;Venue_Solarthermie;Venue_Fernwaerme;Venue_Fernkaelte;Venue_KuehlungKaeltemittel;Venue_NennleistungKuehlungKaeltemittel;Venue_DieselGeneratoren;Konzert_AnzahlBesucher;Mob_Besucher_DurchschnittOEV_km;Mob_Besucher_AnteilOEV;Mob_Besucher_TotalOEV_km;Mob_Besucher_DurchschnittPKW_km;Mob_Besucher_AnteilPKW;Mob_Besucher_TotalPKW;Mob_MALocalCrew_Anzahl;Mob_MALocalCrew_DurchschnittOEV_km;Mob_MALocalCrew_AnteilOEV;Mob_MALocalCrew_TotalOEV_km;Mob_MARigger_Anzahl;Mob_MARigger_DurchschnittOEV_km;Mob_MARigger_AnteilOEV;Mob_MARigger_TotalOEV_km;Mob_MAGastro_Anzahl;Mob_MAGastro_DurchschnittOEV_km;Mob_MAGastro_AnteilOEV;Mob_MAGastro_TotalOEV_km;Mob_MASecurity_Anzahl;Mob_MASecurity_DurchschnittOEV_km;Mob_MASecurity_AnteilOEV;Mob_MASecurity_TotalOEV_km;Mob_MA_TotalOEV_km;Mob_MALocalCrew_DurchschnittPKW_km;Mob_MALocalCrew_AnteilPKW;Mob_MALocalCrew_TotalPKW_km;Mob_MARigger_DurchschnittPKW_km;Mob_MARigger_AnteilPKW;Mob_MARigger_TotalPKW_km;Mob_MAGastro_DurchschnittPKW_km;Mob_MAGastro_AnteilPKW;Mob_MAGastro_TotalPKW_km;Mob_MASecurity_DurchschnittPKW_km;Mob_MASecurity_AnteilPKW;Mob_MASecurity_TotalPKW_km;Mob_MA_TotalPKW_km;Mob_Artist_Anzahl;Mob_Artist_Bus_km;Mob_Artist_AnzahlBus;Mob_Artist_AnteilOEV;Mob_Artist_TotalBus;Mob_Artist_TotalKurzstreckenFluege;Mob_Artist_TotalMittelstreckenFluege;Mob_Artist_TotalLangstreckenFluege;Mob_Artist_TotalHotel2_3Stern;Mob_Artist_TotalHotel4Stern;Mob_Artist_TotalHotel5Stern;Trans_Artist_VanLieferwagenMenge;Trans_Artist_VanLieferwagenDistanz;Trans_MALocal_VanLieferwagenMenge;Trans_MALocal_VanLieferwagenDistanz;Trans_Artist_LKW_16_32t_Menge;Trans_Artist_LKW_16_32t_Distanz;Trans_MALocal_LKW_16_32t_Menge;Trans_MALocal_LKW_16_32t_Distanz;Trans_Artist_LKW_40t_Menge;Trans_Artist_LKW_40t_DistanzKm;Trans_Artist_LKW_40t_DistanzTotal;Trans_MALocal_LKW_40t_Menge;Trans_MALocal_LKW_40t_DistanzKM;Trans_MALocal_LKW_40t_DistanzTotal;Trans_NA_BahnMenge;Trans_NA_BahnDistanz;Trans_NA_FrachtschiffMenge;Trans_NA_FrachtschiffDistanz;Trans_NA_LuftfrachtMenge;Trans_NA_LuftfrachtDistanz;Verp_Besucher_MineralwasserSoftdrinks;Verp_MALocal_MineralwasserSoftdrinks;Verp_Artist_MineralwasserSoftdrinks;Verp_Besucher_KaffeeTassen;Verp_MALocal_KaffeeTassen;Verp_Artist_KaffeeTassen;Verp_Besucher_TeeTassen;Verp_MALocal_TeeTassen;Verp_Artist_TeeTassen;Verp_Besucher_Bier;Verp_MALocal_Bier;Verp_Artist_Bier;Verp_Besucher_Wein;Verp_MALocal_Wein;Verp_Artist_Wein;Verp_Besucher_Spirituosen;Verp_MALocal_Spirituosen;Verp_Artist_Spirituosen;Verp_Besucher_MahlzeitenNichtVeg;Verp_MALocal_MahlzeitenNichtVeg;Verp_Artist_MahlzeitenNichtVeg;Verp_Besucher_MahlzeitenVeg;Verp_MALocal_MahlzeitenVeg;Verp_Artist_MahlzeitenVeg;Verp_Besucher_Snacks;Verp_MALocal_Snacks;Verp_Artist_Snacks;Mat_Venue_Merchandising;Mat_Venue_Leitungswasser;Mat_Venue_Kunststoffe;Mat_Venue_RecyclierbareMaterialien;Mat_Venue_PflanzlicheMaterialien;Mat_Venue_Mehrweg;Mat_PromotionAIO_DrucksachenFrischfaserpapier;Mat_PromotionAIO_DrucksachenRecyclingpapier;Mat_MALocal_CrewShirtsWaschen;Mat_Artist_TowelsWaschen;Mat_Besucher_Earplugs_mod;Mat_Besucher_Earplugs;AbfRec_Venue_BetriebsabfaelleKehrichtInKVA;AbfRec_Venue_AllgemeineRecyclingAbfaelle
64;4a_Hasta_int;PSS;9591.00;Hallenstadion, Zürich;Sunrise Avenue;24.05.2022;5800.00;4240.97;;;;;;;690.00;;;;0.00;9111.00;;;387676.79;;;325337.26;63.00;10.00;0.20;126.00;25.00;;0.00;0.00;;;;;92.00;10.00;0.80;736.00;862.00;20.00;0.80;1008.00;200.00;1.00;5000.00;;;;10.00;0.20;184.00;6192.00;;300.00;0.00;;0.00;;;;;;;;;;;;;;;2.00;600.00;1200.00;;;;0.00;0.00;0.00;0.00;0.00;0.00;2292.25;266.00;;201.41;83.00;;35.49;0.00;;3311.77;63.00;;784.54;0.00;;1475.10;0.00;;2218.40;61.60;;2503.25;26.40;;220.59;88.00;;;;;;;;;;92.00;80.00;4556.00;;;
65;2_Klein_int;;19.00;Kater, Zürich;Josh Savage;29.05.2022;;;;;;;;;;;;;0.00;18.00;;;718.70;;;389.98;2.00;;;0.00;0.00;;0.00;0.00;2.00;;;0.00;;10.00;0.80;;0.00;20.00;;#WERT!;;1.00;0.00;;;0.00;10.00;0.20;;#WERT!;2.00;300.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;;;;;;600.00;;;;;0.00;0.00;0.00;0.00;0.00;0.00;;;2.00;;;2.00;;0.00;;;2.00;2.00;;0.00;0.00;;0.00;0.00;0.00;1.40;0.00;0.00;0.60;0.00;0.00;2.00;2.00;;;;;;;;;0.00;0.00;9.00;;;
66;5_Stadien_Ramm1;PSS;48146.00;Letzigrund, Zürich;Rammstein;30.05.2022;;;;;;;;;;;;;3500.00;45739.00;;;3976486.70;;;2501293.18;1300.00;10.00;0.80;10400.00;64.00;;0.00;0.00;;;;;700.00;10.00;0.95;6650.00;17050.00;20.00;0.20;5200.00;200.00;1.00;12800.00;;;;10.00;0.05;350.00;18350.00;;300.00;9.00;;2700.00;;;;;;;;;9.00;;;;;;85.00;600.00;51000.00;4.00;300.00;1200.00;0.00;0.00;0.00;0.00;0.00;0.00;;#WERT!;;;#WERT!;;;0.00;;;1300.00;;;0.00;;;0.00;;;954.80;;;409.20;;;1364.00;;;;;;;;;;700.00;30.00;22870.00;;;
67;5_Stadien_Ramm2;PSS;48089.00;Letzigrund, Zürich;Rammstein;31.05.2022;;;;;;;;;;;;;3500.00;45685.00;;;3971778.95;;;2498331.90;1300.00;0.00;0.80;0.00;64.00;;0.00;0.00;;;;;700.00;0.00;0.95;0.00;0.00;0.00;0.20;0.00;0.00;1.00;0.00;;;;0.00;0.05;0.00;0.00;;0.00;9.00;;0.00;;;;;;;;;;0.00;;0.00;;0.00;;0.00;;;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;1300.00;;;0.00;;;;;;954.80;;;409.20;;;1364.00;;;;;;;;;;700.00;;22843.00;;;
68;5_Stadien_EJ;PSS;21229.00;Stadion Wankdorf, Bern;Elton John;01.06.2022;;;;;;;;;;;;;2250.00;20168.00;;;1290520.89;;;715440.37;;;;;;;0.00;0.00;;;;;;10.00;0.80;;0.00;20.00;;;;1.00;;;;;10.00;0.20;;0.00;;300.00;8.00;;2400.00;;;;;;;;;9.00;;;;;;47.00;600.00;28200.00;3.00;60.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;;#WERT!;;;#WERT!;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;;;;;;;;0.00;;10084.00;;;
69;4a_Hasta_int;PSS;9786.00;Hallenstadion, Zürich;Zucchero;05.06.2022;5800.00;6165.24;;;;;;;70.00;;;;0.00;9297.00;;;395558.86;;;331951.87;69.00;10.00;0.20;138.00;12.00;;0.00;0.00;;;;;87.00;10.00;0.80;696.00;834.00;20.00;0.80;1104.00;200.00;1.00;2400.00;;;;10.00;0.20;174.00;3678.00;;300.00;3.00;;900.00;;;;;;;;;;;;;;;5.00;600.00;3000.00;;;;0.00;0.00;0.00;0.00;0.00;0.00;2338.85;311.00;;205.51;119.00;;36.21;0.00;;3379.11;69.00;;800.49;0.00;;1505.09;0.00;;2263.50;56.70;;2554.15;24.30;;225.08;81.00;;;;;;;;;;87.00;144.00;4649.00;;;
70;2_Klein_int;;63.00;Exil, Zürich;Justin Jesso;07.06.2022;;;;;;;;;;;;;0.00;60.00;;;2383.04;;;1293.08;5.00;;;0.00;0.00;;0.00;0.00;4.00;;;0.00;;10.00;0.80;;0.00;20.00;;#WERT!;;1.00;0.00;;;0.00;10.00;0.20;;#WERT!;6.00;300.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;0.00;0.00;0.00;0.00;0.00;600.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;0.00;;;5.00;;;0.00;;;0.00;;0.00;3.50;;0.00;1.50;;;5.00;5.00;;;;;;;;;0.00;10.00;30.00;200.00;;
71;2_Klein_int;;1733.00;X-TRA, Zürich;Deftones;07.06.2022;890.00;;;;;;;;;;;;0.00;1646.00;;;65552.56;;;35569.89;15.00;;0.30;0.00;0.00;;0.00;0.00;8.00;;;0.00;;10.00;0.80;;0.00;20.00;0.70;210.00;;1.00;0.00;;;0.00;10.00;0.20;;210.00;18.00;300.00;1.00;;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;0.00;1.00;0.00;0.00;600.00;0.00;;;;0.00;0.00;0.00;0.00;0.00;0.00;;;5.00;;;;;0.00;;;15.00;;;0.00;;;0.00;;;10.50;9.00;0.00;4.50;9.00;0.00;15.00;9.00;;;;;;;;;0.00;20.00;823.00;800.00;;
72;2_Klein_int;;55.00;Exil, Zürich;Engst;08.06.2022;;;;;;;;;;;;;0.00;52.00;;;2080.43;;;1128.88;5.00;;;0.00;0.00;;0.00;0.00;4.00;;;0.00;;10.00;0.80;;0.00;20.00;;#WERT!;;1.00;0.00;;;0.00;10.00;0.20;;#WERT!;8.00;300.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;0.00;0.00;0.00;0.00;0.00;600.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;0.00;;;5.00;;;0.00;;;0.00;;0.00;3.50;;0.00;1.50;;;5.00;5.00;;;;;;;;;0.00;10.00;26.00;200.00;;
73;5_Stadien_ID;PSS;38816.00;Stadion Wankdorf, Bern;Imagine Dragons;09.06.2022;;;;;;;;;;;;;2250.00;36875.00;;;2654067.41;;;1399628.79;;;;;;;0.00;0.00;;;;;;10.00;0.80;;0.00;20.00;;;;1.00;;;;;10.00;0.20;;0.00;;300.00;6.00;;1800.00;;;;;;;;;6.00;;;;;;19.00;600.00;11400.00;3.00;60.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;;#WERT!;;;#WERT!;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;;;;;;;;0.00;;18438.00;;;
74;2_Klein_int;PSS;1025.00;Volkshaus, Zürich;Daniel Sloss;10.06.2022;462.00;;;;;;;;;;;;0.00;974.00;;;38771.71;;;21038.16;;10.00;0.80;;;;0.00;0.00;;;;;;10.00;0.80;;0.00;20.00;0.20;;;1.00;;;;;10.00;0.20;;0.00;;300.00;;;;;;;;;;;;;;;;;;;600.00;;;;;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;;;;;;;;0.00;;487.00;;;
75;4_Gross_int;PSS;2184.00;Halle 622, Zürich;Lorde;13.06.2022;2351.00;;;;;;;;;;;;0.00;2075.00;;;79205.37;;;55080.14;31.00;10.00;0.20;62.00;0.00;;0.00;0.00;;;;;;10.00;0.80;;62.00;20.00;0.80;496.00;200.00;1.00;0.00;;;;10.00;0.20;;496.00;;300.00;1.00;;300.00;;;;;;;;;;;;;;;3.00;600.00;1800.00;;;;0.00;0.00;0.00;0.00;0.00;0.00;;62.00;;;25.00;;;0.00;;;31.00;;;0.00;;;0.00;;;21.70;;;9.30;;;31.00;;;;;;;;;;0.00;150.00;1038.00;;;
76;2_Klein_int;;1056.00;X-TRA, Zürich;Tocotronic ;15.06.2022;890.00;;;;;;;;;;;;0.00;1003.00;;;39944.32;;;21674.44;15.00;;0.30;0.00;0.00;;0.00;0.00;8.00;;;0.00;;10.00;0.80;;0.00;20.00;0.70;210.00;;1.00;0.00;;;0.00;10.00;0.20;;210.00;18.00;300.00;1.00;;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;0.00;1.00;0.00;0.00;600.00;0.00;;;;0.00;0.00;0.00;0.00;0.00;0.00;;;5.00;;;;;0.00;;;15.00;;;0.00;;;0.00;;;10.50;9.00;0.00;4.50;9.00;0.00;15.00;9.00;;;;;;;;;0.00;20.00;502.00;800.00;;
77;4_Gross_int;PSS;3591.00;Halle 622, Zürich;Olivia Rodrigo;15.06.2022;2351.00;;;;;;;;;;;;0.00;3411.00;;;130231.90;;;90564.45;;10.00;0.20;;;;0.00;0.00;;;;;;10.00;0.80;;0.00;20.00;0.80;;200.00;1.00;;;;;10.00;0.20;;0.00;;300.00;;;;;;;;;;;;;;;;;;;600.00;;;;;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;0.00;;;;;;;;;;0.00;;1706.00;;;
78;0_cancelled;PSS;;Stadion Wankdorf, Bern;The Rolling Stones ABGESAGT;17.06.2022;;;;;;;;;;;;;0.00;;;;;;;;600.00;10.00;0.20;1200.00;;;0.00;0.00;;;;;;10.00;0.80;;1200.00;20.00;0.80;9600.00;;1.00;;;;;10.00;0.20;;9600.00;;300.00;0.00;;0.00;;;;;;;;;3.00;;;;;;28.00;600.00;16800.00;3.00;60.00;180.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;0.00;;;600.00;;;0.00;;;0.00;;;420.00;;;180.00;;;600.00;;;;;;;;;;0.00;;#WERT!;;;
79;2_Klein_int;;57.00;Exil, Zürich;Hot Milk;17.06.2022;;;;;;;;;;;;;0.00;54.00;;;2156.09;;;1169.93;5.00;;;0.00;0.00;;0.00;0.00;4.00;;;0.00;;10.00;0.80;;0.00;20.00;;#WERT!;;1.00;0.00;;;0.00;10.00;0.20;;#WERT!;5.00;300.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;;;0.00;0.00;0.00;0.00;0.00;600.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;0.00;;;5.00;;;0.00;;;0.00;;0.00;3.50;;0.00;1.50;;;5.00;5.00;;;;;;;;;0.00;10.00;27.00;200.00;;
80;2_Klein_int;PSS;681.00;Volkshaus, Zürich;Beck;22.06.2022;462.00;;;;;;;;;;;;0.00;647.00;;;25759.55;;;13977.55;24.00;10.00;0.80;192.00;0.00;;0.00;0.00;;;;;21.00;10.00;0.80;168.00;360.00;20.00;0.20;96.00;;1.00;0.00;;;;10.00;0.20;42.00;138.00;;300.00;3.00;;900.00;;;;;;;;;;;;;;;2.00;600.00;1200.00;;;;0.00;0.00;0.00;0.00;0.00;0.00;;94.00;;;75.00;;;0.00;;;24.00;;;0.00;;;0.00;;;16.80;;;7.20;;;24.00;;;;;;;;;;21.00;70.00;324.00;;;
81;2_Klein_int;;195.00;Kaufleuten, Zürich;Cat Power;22.06.2022;550.00;;;;;;;;;;;;0.00;185.00;;;7376.08;;;4002.38;12.00;;;0.00;0.00;;0.00;0.00;;;;;;10.00;0.80;;0.00;20.00;;#WERT!;;1.00;0.00;;;;10.00;0.20;;#WERT!;10.00;300.00;1.00;;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;1.00;5.00;0.00;;0.00;;0.00;600.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;5.00;;;8.00;;0.00;1.00;;12.00;8.00;;0.00;1.00;;0.00;0.00;0.00;8.40;5.00;0.00;3.60;5.00;0.00;12.00;8.00;;;;;;;;;0.00;8.00;93.00;300.00;;
82;4a_Hasta_int;PSS;14479.00;Hallenstadion, Zürich;Pearl Jam;23.06.2022;5800.00;;;;;;;;;;;;0.00;13755.00;;;585254.12;;;491143.59;89.00;10.00;0.20;178.00;21.00;;0.00;0.00;;;;;106.00;10.00;0.80;848.00;1026.00;20.00;0.80;1424.00;200.00;1.00;4200.00;;;;10.00;0.20;212.00;5836.00;;300.00;5.00;;1500.00;;;;;;;;;;;;;;;13.00;600.00;7800.00;;;;0.00;0.00;0.00;0.00;0.00;0.00;3460.48;274.00;;304.06;75.00;;53.57;0.00;;4999.60;89.00;;1184.38;0.00;;2226.87;0.00;;3348.99;77.00;;3779.02;33.00;;333.02;110.00;;;;;;;;;;106.00;250.00;6878.00;;;
83;2_Klein_int;PSS;992.00;KKL, Luzern;Nick Mason;24.06.2022;2100.00;;;;;;;;;;;;0.00;942.00;;;37523.45;;;20360.84;18.00;;;0.00;0.00;;0.00;0.00;;;;;5.00;10.00;0.80;40.00;40.00;20.00;;#WERT!;;1.00;0.00;;;;10.00;0.20;10.00;#WERT!;;300.00;2.00;;600.00;;;;;;;;;;;;;;;1.00;600.00;600.00;;;;0.00;0.00;0.00;0.00;0.00;0.00;;45.00;;;20.00;;;0.00;;;18.00;;;0.00;;;0.00;;;12.60;;;5.40;;;18.00;;;;;;;;;;5.00;60.00;471.00;;;
84;4a_Hasta_int;PSS;14166.00;Hallenstadion, Zürich;Queen & Adam Lambert;28.06.2022;5800.00;7005.71;;;;;;;30.00;;;;0.00;13458.00;;;572602.38;;;480526.29;191.00;10.00;0.20;382.00;65.00;;0.00;0.00;;;;;105.00;10.00;0.80;840.00;1222.00;20.00;0.80;3056.00;200.00;1.00;13000.00;;;;10.00;0.20;210.00;16266.00;;300.00;7.00;;2100.00;;;;;;;3.00;;;;;;;;30.00;600.00;18000.00;;;;0.00;0.00;0.00;0.00;0.00;0.00;3385.67;281.00;;297.49;86.00;;52.41;0.00;;4891.52;191.00;;1158.78;0.00;;2178.73;0.00;;3276.60;179.20;;3697.33;76.80;;325.82;256.00;;;;;;;;;;105.00;;6729.00;;;
85;2_Klein_int;;530.00;X-TRA, Zürich;Juanes;03.07.2022;890.00;;;;;;;;;;;;0.00;504.00;;;20047.81;;;10878.27;15.00;;0.30;0.00;0.00;;0.00;0.00;8.00;;;0.00;;10.00;0.80;;0.00;20.00;0.70;210.00;;1.00;0.00;;;0.00;10.00;0.20;;210.00;18.00;300.00;1.00;;300.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;0.00;1.00;0.00;0.00;600.00;0.00;;;;0.00;0.00;0.00;0.00;0.00;0.00;;;5.00;;;;;0.00;;;15.00;;;0.00;;;0.00;;;10.50;9.00;0.00;4.50;9.00;0.00;15.00;9.00;;;;;;;;;0.00;20.00;252.00;800.00;;
86;2_Klein_int;PSS;1820.00;Volkshaus, Zürich;Jan Delay ;04.07.2022;462.00;;;;;;;;;;;;0.00;1729.00;;;68843.43;;;37355.57;11.00;10.00;0.80;88.00;0.00;;0.00;0.00;;;;;19.00;10.00;0.80;152.00;240.00;20.00;0.20;44.00;;1.00;0.00;;;;10.00;0.20;38.00;82.00;;300.00;;;;;;;;;;;;;;;;;;;600.00;;;;;0.00;0.00;0.00;0.00;0.00;0.00;;56.00;;;39.00;;;0.00;;;11.00;;;0.00;;;0.00;;;7.70;;;3.30;;;11.00;;;;;;;;;;19.00;98.00;865.00;;;
87;2_Klein_int;;417.00;Dynamo, Zürich;Jeremy Zucker;17.07.2022;442.00;;;;;;;;;;;;0.00;396.00;;;15773.47;;;8558.94;;;1.00;;0.00;;0.00;0.00;4.00;;0.10;0.00;;10.00;0.80;;0.00;20.00;0.00;;;1.00;0.00;;0.00;0.00;10.00;0.20;;0.00;6.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;0.00;;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;0.00;;;0.00;;;0.00;;;0.00;;0.00;0.00;6.00;0.00;0.00;6.00;0.00;0.00;5.00;;;;;;;;;0.00;15.00;198.00;300.00;;
88;2_Klein_int;;315.00;Mascotte, Zürich;Mono;31.08.2022;260.00;;;;;;;;;;;;0.00;299.00;;;11915.21;;;6465.39;6.00;;;0.00;0.00;;0.00;0.00;4.00;;;0.00;;10.00;0.80;;0.00;20.00;;#WERT!;;1.00;0.00;;;0.00;10.00;0.20;;#WERT!;7.00;300.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;0.00;;0.00;;0.00;;0.00;600.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;2.00;;;4.00;;0.00;1.00;;6.00;3.00;;0.00;0.00;;0.00;0.00;0.00;4.20;4.00;0.00;1.80;3.00;0.00;6.00;4.00;;;;;;;;;0.00;7.00;150.00;200.00;;
89;4a_Hasta_int;PSS;8156.00;Hallenstadion, Zürich;Peter Maffay ;06.09.2022;5800.00;5658.96;;;;;;;640.00;;;;0.00;7748.00;;;329672.81;;;276660.48;85.00;10.00;0.20;170.00;25.00;;0.00;0.00;;;;;154.00;10.00;0.80;1232.00;1402.00;20.00;0.80;1360.00;200.00;1.00;5000.00;;;;10.00;0.20;308.00;6668.00;;300.00;6.00;;1800.00;;;;;;;;;;;;;;;14.00;600.00;8400.00;;;;0.00;0.00;0.00;0.00;0.00;0.00;1949.28;362.00;;171.28;132.00;;30.18;0.00;;2816.27;85.00;;667.16;0.00;;1254.39;0.00;;1886.48;77.00;;2128.72;33.00;;187.59;110.00;;;;;;;;;;154.00;280.00;3874.00;;;
90;2_Klein_int;;748.00;Kaufleuten, Zürich;Aurora;06.09.2022;550.00;;;;;;;;;;;;0.00;711.00;;;28293.89;;;15352.73;12.00;;;0.00;0.00;;0.00;0.00;;;;;;10.00;0.80;;0.00;20.00;;#WERT!;;1.00;0.00;;;;10.00;0.20;;#WERT!;10.00;300.00;1.00;;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;1.00;5.00;0.00;;0.00;;0.00;600.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;5.00;;;8.00;;0.00;1.00;;12.00;8.00;;0.00;1.00;;0.00;1.00;0.00;8.40;5.00;0.00;3.60;5.00;0.00;12.00;8.00;;;;;;;;;0.00;8.00;356.00;300.00;;
91;2_Klein_int;;440.00;Plaza, Zürich;Role Model;07.09.2022;240.00;;;;;;;;;;;;0.00;418.00;;;16643.47;;;9031.02;6.00;;;0.00;0.00;;0.00;0.00;;;;;;10.00;0.80;;0.00;20.00;;#WERT!;;1.00;0.00;;;;10.00;0.20;;#WERT!;10.00;300.00;1.00;;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;0.00;;0.00;;0.00;600.00;0.00;;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;;2.00;3.00;;1.00;2.00;;0.00;1.00;;6.00;3.00;;0.00;1.00;;0.00;0.00;;4.20;5.00;;1.80;5.00;0.00;6.00;5.00;;;;;;;;;0.00;10.00;209.00;200.00;;
92;4a_Hasta_int;PSS;7327.00;Hallenstadion, Zürich;Wincent Weiss;10.09.2022;5800.00;3688.38;;;;;;;480.00;;;;0.00;6961.00;;;296163.89;;;248539.89;34.00;10.00;0.20;68.00;9.00;;0.00;0.00;;;;;89.00;10.00;0.80;712.00;780.00;20.00;0.80;544.00;200.00;1.00;1800.00;;;;10.00;0.20;178.00;2522.00;;300.00;2.00;;600.00;;;;;;;;;;;;;;;2.00;600.00;1200.00;;;;0.00;0.00;0.00;0.00;0.00;0.00;1751.15;215.00;;153.87;69.00;;27.11;0.00;;2530.01;34.00;;599.35;0.00;;1126.89;0.00;;1694.74;30.10;;1912.35;12.90;;168.52;43.00;;;;;;;;;;89.00;90.00;3481.00;;;
93;2_Klein_int;;464.00;Kaufleuten, Zürich;Joris;11.09.2022;550.00;;;;;;;;;;;;0.00;441.00;;;17551.29;;;9523.62;12.00;;;0.00;0.00;;0.00;0.00;;;;;;10.00;0.80;;0.00;20.00;;#WERT!;;1.00;0.00;;;;10.00;0.20;;#WERT!;10.00;300.00;1.00;;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;1.00;5.00;0.00;;0.00;;0.00;600.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;5.00;;;8.00;;0.00;1.00;;12.00;8.00;;0.00;1.00;;0.00;0.00;0.00;8.40;5.00;0.00;3.60;5.00;0.00;12.00;8.00;;;;;;;;;0.00;8.00;221.00;300.00;;
